rank_order,rank,name,scores_overall,scores_overall_rank,scores_teaching,scores_teaching_rank,scores_international_outlook,scores_international_outlook_rank,scores_industry_income,scores_industry_income_rank,scores_research,scores_research_rank,scores_citations,scores_citations_rank,location,aliases,subjects_offered,closed,unaccredited,Year,
301,301-350,University of Tsukuba,-,375,33.4,212,36.1,329,36.9,260,21.6,324,51.1,335,Japan,University of Tsukuba,"Law,Politics & International Studies (incl Development Studies),Business & Management,General Engineering,Archaeology,Other Health,Agriculture & Forestry,Architecture,Electrical & Electronic Engineering,Languages, Literature & Linguistics,Civil Engineering,Physics & Astronomy,Accounting & Finance,Psychology,Economics & Econometrics,Sport Science,Chemistry,Computer Science,Biological Sciences,Sociology,Chemical Engineering,Art, Performing Arts & Design,History, Philosophy & Theology,Medicine & Dentistry,Geography,Mathematics & Statistics,Communication & Media Studies,Mechanical & Aerospace Engineering,Education,Geology, Environmental, Earth & Marine Sciences",FALSE,FALSE,2015,
301,301-350,Renmin University of China,-,272,34.9,198,44.4,276,42.8,198,14.7,381,59.6,273,China,Renmin University of China,"Computer Science,Geology, Environmental, Earth & Marine Sciences,Psychology,Chemistry,Sociology,Agriculture & Forestry,Politics & International Studies (incl Development Studies),Accounting & Finance,Art, Performing Arts & Design,Business & Management,Languages, Literature & Linguistics,Mathematics & Statistics,Education,Archaeology,Law,Communication & Media Studies,History, Philosophy & Theology,Physics & Astronomy",FALSE,FALSE,2015,
301,301-350,San Diego State University,-,276,19.7,380,26.9,377,29.2,365,24.8,280,65.6,223,United States,San Diego State University,"Computer Science,Art, Performing Arts & Design,Mathematics & Statistics,Other Health,Civil Engineering,Biological Sciences,Physics & Astronomy,Education,Electrical & Electronic Engineering,Geology, Environmental, Earth & Marine Sciences,Economics & Econometrics,History, Philosophy & Theology,Sociology,Mechanical & Aerospace Engineering,Languages, Literature & Linguistics,Psychology,General Engineering,Communication & Media Studies,Geography,Accounting & Finance,Business & Management,Politics & International Studies (incl Development Studies),Chemistry",FALSE,FALSE,2015,
301,301-350,University of Stuttgart,-,367,30.6,256,59.3,173,48.2,154,17.3,360,56.9,297,Germany,University of Stuttgart,"Chemical Engineering,Architecture,Electrical & Electronic Engineering,Sociology,Civil Engineering,Politics & International Studies (incl Development Studies),History, Philosophy & Theology,Biological Sciences,Computer Science,Physics & Astronomy,Mathematics & Statistics,Business & Management,Mechanical & Aerospace Engineering,Chemistry,General Engineering,Languages, Literature & Linguistics,Sport Science",FALSE,FALSE,2015,
301,301-350,Bangor University,-,208,22.4,353,73.1,90,31.1,344,23,300,55.8,301,United Kingdom,Bangor University,"Languages, Literature & Linguistics,Geology, Environmental, Earth & Marine Sciences,Electrical & Electronic Engineering,Psychology,Computer Science,Sociology,Art, Performing Arts & Design,Law,Education,History, Philosophy & Theology,Sport Science,Business & Management,Agriculture & Forestry,Accounting & Finance,Biological Sciences,Other Health,Communication & Media Studies,Archaeology,Economics & Econometrics,Geography",FALSE,FALSE,2015,
301,301-350,University of Campinas,-,281,43.4,112,20.7,395,44.5,179,38.8,139,28,401,Brazil,University of Campinas,"Architecture,Mechanical & Aerospace Engineering,Art, Performing Arts & Design,Mathematics & Statistics,Computer Science,Education,Politics & International Studies (incl Development Studies),Biological Sciences,Languages, Literature & Linguistics,Sociology,Chemistry,Chemical Engineering,Accounting & Finance,Other Health,Electrical & Electronic Engineering,Geography,Economics & Econometrics,General Engineering,Physics & Astronomy,Medicine & Dentistry,Business & Management,Communication & Media Studies,Civil Engineering,Agriculture & Forestry,Sport Science,Geology, Environmental, Earth & Marine Sciences,History, Philosophy & Theology",FALSE,FALSE,2015,
301,301-350,University of Marrakech Cadi Ayyad,-,337,16.3,396,45.1,270,28.6,377,6.5,401,83,86,Morocco,University of Marrakech Cadi Ayyad,"History, Philosophy & Theology,Other Health,Chemistry,Business & Management,Geology, Environmental, Earth & Marine Sciences,Accounting & Finance,General Engineering,Physics & Astronomy,Medicine & Dentistry,Agriculture & Forestry,Sociology,Languages, Literature & Linguistics,Mechanical & Aerospace Engineering,Economics & Econometrics,Psychology,Civil Engineering,Biological Sciences,Politics & International Studies (incl Development Studies),Education,Law,Geography,Computer Science,Electrical & Electronic Engineering,Communication & Media Studies,Chemical Engineering,Mathematics & Statistics",FALSE,FALSE,2015,
301,301-350,Deakin University,-,224,20.1,378,71.8,92,30.6,352,20.6,329,57.5,286,Australia,Deakin University,"Law,Medicine & Dentistry,Politics & International Studies (incl Development Studies),General Engineering,Sociology,Geology, Environmental, Earth & Marine Sciences,Psychology,Art, Performing Arts & Design,Electrical & Electronic Engineering,Architecture,Languages, Literature & Linguistics,Civil Engineering,Sport Science,Business & Management,Economics & Econometrics,Biological Sciences,History, Philosophy & Theology,Mathematics & Statistics,Geography,Mechanical & Aerospace Engineering,Accounting & Finance,Communication & Media Studies,Education,Chemistry,Other Health,Computer Science",FALSE,FALSE,2015,
301,301-350,Hong Kong Baptist University,-,233,21.2,363,62.3,146,29.1,368,13.2,387,70.8,184,Hong Kong,Hong Kong Baptist University hkbu,"Geography,Economics & Econometrics,Art, Performing Arts & Design,Languages, Literature & Linguistics,Agriculture & Forestry,Business & Management,Biological Sciences,Chemistry,History, Philosophy & Theology,Mathematics & Statistics,Education,Sport Science,Computer Science,Accounting & Finance,Sociology,Communication & Media Studies,Medicine & Dentistry,Politics & International Studies (incl Development Studies),Physics & Astronomy",FALSE,FALSE,2015,
301,301-350,University of Bath,-,302,29.2,275,76.1,79,36.7,262,25.1,276,47.5,359,United Kingdom,University of Bath,"General Engineering,Languages, Literature & Linguistics,Physics & Astronomy,Sport Science,Sociology,Electrical & Electronic Engineering,Chemical Engineering,Education,Other Health,Chemistry,Psychology,Computer Science,Geology, Environmental, Earth & Marine Sciences,Mechanical & Aerospace Engineering,Economics & Econometrics,Architecture,Biological Sciences,Mathematics & Statistics,Business & Management,Accounting & Finance,Politics & International Studies (incl Development Studies),Civil Engineering",FALSE,FALSE,2015,
301,301-350,Wayne State University,-,393,32,232,30.7,360,-,400,15.2,380,61,263,United States,Wayne State University,"Sociology,Civil Engineering,Law,Biological Sciences,Sport Science,Chemistry,Other Health,Geology, Environmental, Earth & Marine Sciences,Economics & Econometrics,History, Philosophy & Theology,Chemical Engineering,Politics & International Studies (incl Development Studies),Computer Science,Art, Performing Arts & Design,Mathematics & Statistics,General Engineering,Medicine & Dentistry,Psychology,Business & Management,Education,Accounting & Finance,Mechanical & Aerospace Engineering,Languages, Literature & Linguistics,Electrical & Electronic Engineering,Physics & Astronomy,Communication & Media Studies",FALSE,FALSE,2015,
301,301-350,University of Warsaw,-,382,20.8,368,41.6,294,28.5,378,13.6,386,70,193,Poland,University of Warsaw,"Psychology,Geography,Education,Economics & Econometrics,History, Philosophy & Theology,Chemistry,Accounting & Finance,Languages, Literature & Linguistics,Politics & International Studies (incl Development Studies),Law,Art, Performing Arts & Design,Communication & Media Studies,Business & Management,Computer Science,Mathematics & Statistics,Physics & Astronomy,Sociology,Biological Sciences,Archaeology,Geology, Environmental, Earth & Marine Sciences",FALSE,FALSE,2015,
301,301-350,Creighton University,-,221,40.7,131,29.1,369,32.4,323,10.4,396,63.3,236,United States,Creighton University,"Medicine & Dentistry,Economics & Econometrics,Politics & International Studies (incl Development Studies),Sport Science,Art, Performing Arts & Design,Biological Sciences,Physics & Astronomy,History, Philosophy & Theology,Geology, Environmental, Earth & Marine Sciences,Computer Science,Chemistry,Languages, Literature & Linguistics,Education,Geography,Sociology,Business & Management,Accounting & Finance,Law,Psychology,Mathematics & Statistics,Other Health,Communication & Media Studies",FALSE,FALSE,2015,
301,301-350,University of Manitoba,-,336,31.6,240,43.4,284,43.5,190,29.4,227,48.2,354,Canada,University of Manitoba,"Archaeology,Architecture,Sport Science,Geography,Law,Chemistry,Chemical Engineering,Medicine & Dentistry,Accounting & Finance,Business & Management,Politics & International Studies (incl Development Studies),Psychology,Civil Engineering,History, Philosophy & Theology,General Engineering,Geology, Environmental, Earth & Marine Sciences,Languages, Literature & Linguistics,Art, Performing Arts & Design,Computer Science,Agriculture & Forestry,Sociology,Mathematics & Statistics,Education,Mechanical & Aerospace Engineering,Other Health,Electrical & Electronic Engineering,Physics & Astronomy,Economics & Econometrics,Biological Sciences",FALSE,FALSE,2015,
301,301-350,Sun Yat-sen University,-,284,32.5,220,37,323,58.9,104,25.2,272,54.1,314,China,Sun Yat-sen University,"History, Philosophy & Theology,Psychology,Veterinary Science,Mathematics & Statistics,Computer Science,Mechanical & Aerospace Engineering,Chemistry,Languages, Literature & Linguistics,Civil Engineering,Communication & Media Studies,Medicine & Dentistry,Electrical & Electronic Engineering,Archaeology,Geology, Environmental, Earth & Marine Sciences,Physics & Astronomy,Business & Management,Biological Sciences,Politics & International Studies (incl Development Studies),Chemical Engineering,Art, Performing Arts & Design,Other Health,Sport Science,Sociology,Accounting & Finance,Economics & Econometrics,Geography,Agriculture & Forestry,General Engineering,Education,Law",FALSE,FALSE,2015,
301,301-350,University of Oklahoma,-,349,32.6,219,30,363,34.5,292,15.7,377,57.5,291,United States,University of Oklahoma,"Geography,Languages, Literature & Linguistics,Biological Sciences,Politics & International Studies (incl Development Studies),Education,Communication & Media Studies,Accounting & Finance,Electrical & Electronic Engineering,Sport Science,Medicine & Dentistry,Economics & Econometrics,Law,General Engineering,Architecture,History, Philosophy & Theology,Business & Management,Geology, Environmental, Earth & Marine Sciences,Art, Performing Arts & Design,Mechanical & Aerospace Engineering,Psychology,Civil Engineering,Sociology,Physics & Astronomy,Computer Science,Other Health,Archaeology,Chemical Engineering,Chemistry,Mathematics & Statistics",FALSE,FALSE,2015,
301,301-350,Zhejiang University,-,401,36,185,21.5,392,88.6,38,33.1,195,40.2,387,China,Zhejiang University ZJU Zhejiang University China research,"Architecture,Other Health,Biological Sciences,Languages, Literature & Linguistics,Electrical & Electronic Engineering,Veterinary Science,Politics & International Studies (incl Development Studies),Mechanical & Aerospace Engineering,History, Philosophy & Theology,General Engineering,Sport Science,Geography,Art, Performing Arts & Design,Communication & Media Studies,Computer Science,Medicine & Dentistry,Physics & Astronomy,Law,Economics & Econometrics,Agriculture & Forestry,Psychology,Business & Management,Chemical Engineering,Mathematics & Statistics,Archaeology,Accounting & Finance,Education,Chemistry,Sociology,Civil Engineering,Geology, Environmental, Earth & Marine Sciences",FALSE,FALSE,2015,
301,301-350,University of Connecticut,-,310,37.6,166,38.8,311,31.1,345,27.1,264,45.4,368,United States,University of Connecticut,"Civil Engineering,Sociology,Business & Management,Economics & Econometrics,General Engineering,Physics & Astronomy,Languages, Literature & Linguistics,Mechanical & Aerospace Engineering,Geography,Art, Performing Arts & Design,Education,Biological Sciences,Psychology,History, Philosophy & Theology,Chemistry,Law,Medicine & Dentistry,Geology, Environmental, Earth & Marine Sciences,Electrical & Electronic Engineering,Communication & Media Studies,Accounting & Finance,Architecture,Computer Science,Sport Science,Other Health,Mathematics & Statistics,Agriculture & Forestry,Politics & International Studies (incl Development Studies),Chemical Engineering",FALSE,FALSE,2015,
301,301-350,University of Jyväskylä,-,329,27.6,303,47.2,259,-,394,24,290,50.2,342,Finland,University of Jyväskylä,"Accounting & Finance,Politics & International Studies (incl Development Studies),Other Health,Languages, Literature & Linguistics,Sport Science,History, Philosophy & Theology,Biological Sciences,Education,Mathematics & Statistics,Computer Science,Art, Performing Arts & Design,Chemistry,Sociology,Economics & Econometrics,Psychology,Business & Management,Communication & Media Studies,Physics & Astronomy",FALSE,FALSE,2015,
