name,scores_teaching,scores_research,scores_citations,scores_industry_income,scores_international_outlook,record_type,member_level,location,stats_number_students,stats_student_staff_ratio,stats_pc_intl_students,stats_female_male_ratio,subjects_offered,closed,unaccredited,overall_score
Akli Mohand Oulhadj Bouira University,n/a,n/a,n/a,n/a,n/a,master_account,0,Algeria,"21,831",28.3,0%,52:48:00,"Chemical Engineering,Physics & Astronomy,Veterinary Science,Education,History, Philosophy & Theology,Mechanical & Aerospace Engineering,Chemistry,Civil Engineering,Geology, Environmental, Earth & Marine Sciences,Accounting & Finance,Electrical & Electronic Engineering,Mathematics & Statistics,Psychology,Computer Science,Politics & International Studies (incl Development Studies),Economics & Econometrics,Languages, Literature & Linguistics,Sociology,Biological Sciences,Law,Agriculture & Forestry,Sport Science,General Engineering,Communication & Media Studies,Business & Management",FALSE,FALSE,n/a
Akwa Ibom State University,n/a,n/a,n/a,n/a,n/a,master_account,0,Nigeria,"10,243",21.2,0%,42:58:00,"Art, Performing Arts & Design,Mathematics & Statistics,Economics & Econometrics,Mechanical & Aerospace Engineering,Communication & Media Studies,History, Philosophy & Theology,Physics & Astronomy,Business & Management,Chemical Engineering,Politics & International Studies (incl Development Studies),Languages, Literature & Linguistics,Agriculture & Forestry,General Engineering,Geology, Environmental, Earth & Marine Sciences,Civil Engineering,Education,Electrical & Electronic Engineering,Computer Science,Biological Sciences,Sociology,Chemistry,Accounting & Finance",FALSE,FALSE,n/a
Al-Ahliyya Amman University,n/a,n/a,n/a,n/a,n/a,master_account,11,Jordan,"4,102",12.1,60%,49:51:00,"Medicine & Dentistry,Communication & Media Studies,Other Health,Education,Sport Science,Business & Management,Architecture,Chemistry,Electrical & Electronic Engineering,Politics & International Studies (incl Development Studies),Languages, Literature & Linguistics,Physics & Astronomy,Civil Engineering,Law,Computer Science,Mathematics & Statistics,Accounting & Finance,Art, Performing Arts & Design,Agriculture & Forestry,Psychology",FALSE,FALSE,n/a
Al Ain University,n/a,n/a,n/a,n/a,n/a,master_account,0,United Arab Emirates,"2,913",14.6,60%,54:46:00,"Mechanical & Aerospace Engineering,Languages, Literature & Linguistics,Agriculture & Forestry,Politics & International Studies (incl Development Studies),History, Philosophy & Theology,General Engineering,Business & Management,Art, Performing Arts & Design,Sport Science,Physics & Astronomy,Other Health,Law,Economics & Econometrics,Education,Electrical & Electronic Engineering,Architecture,Computer Science,Accounting & Finance,Psychology,Geology, Environmental, Earth & Marine Sciences,Veterinary Science,Geography,Civil Engineering,Sociology,Archaeology,Communication & Media Studies,Chemical Engineering,Chemistry,Biological Sciences,Medicine & Dentistry,Mathematics & Statistics",FALSE,FALSE,n/a
Al Akhawayn University,n/a,n/a,n/a,n/a,n/a,master_account,0,Morocco,"2,123",17,2%,54:46:00,"Politics & International Studies (incl Development Studies),Computer Science,Communication & Media Studies,Geology, Environmental, Earth & Marine Sciences,Business & Management,Sociology,Civil Engineering,General Engineering",FALSE,FALSE,n/a
Al al-Bayt University,n/a,n/a,n/a,n/a,n/a,master_account,0,Jordan,"17,305",38.8,4%,59:41:00,"Sport Science,Chemistry,Accounting & Finance,Politics & International Studies (incl Development Studies),Mathematics & Statistics,Psychology,Architecture,Geography,Civil Engineering,History, Philosophy & Theology,Geology, Environmental, Earth & Marine Sciences,Languages, Literature & Linguistics,Law,Business & Management,Physics & Astronomy,Education,Computer Science",FALSE,FALSE,n/a
Al-Ayen University,n/a,n/a,n/a,n/a,n/a,master_account,0,Iraq,"6,627",25.6,0%,48:52:00,"General Engineering,Sport Science,Medicine & Dentistry,Other Health,Computer Science",FALSE,FALSE,n/a
Al-Baha University,n/a,n/a,n/a,n/a,n/a,master_account,0,Saudi Arabia,"19,335",14.1,2%,57:43:00,"Computer Science,Other Health,Physics & Astronomy,Biological Sciences,Art, Performing Arts & Design,Business & Management,Mechanical & Aerospace Engineering,Accounting & Finance,Architecture,Civil Engineering,Languages, Literature & Linguistics,Law,Electrical & Electronic Engineering,Medicine & Dentistry,Chemistry,Mathematics & Statistics",FALSE,FALSE,n/a
Al-Bayan University,n/a,n/a,n/a,n/a,n/a,master_account,0,Iraq,"7,084",29.9,0%,53:47:00,"Politics & International Studies (incl Development Studies),Law,Economics & Econometrics,Medicine & Dentistry,General Engineering,Accounting & Finance,Biological Sciences,Other Health,Business & Management",FALSE,FALSE,n/a
Albaydha University,n/a,n/a,n/a,n/a,n/a,master_account,0,Yemen,"1,541",5.1,0%,45:55:00,"Biological Sciences,Other Health,Chemistry,Mathematics & Statistics,Computer Science,Education,Languages, Literature & Linguistics,Accounting & Finance,Agriculture & Forestry",FALSE,FALSE,n/a
Al-Esraa University College,n/a,n/a,n/a,n/a,n/a,master_account,0,Iraq,"19,999",26.7,0%,,"Architecture,Politics & International Studies (incl Development Studies),Accounting & Finance,Sport Science,Economics & Econometrics,Veterinary Science,Art, Performing Arts & Design,Mechanical & Aerospace Engineering,Education,Chemistry,Civil Engineering,Other Health,Mathematics & Statistics,Computer Science,Biological Sciences,General Engineering,Business & Management,Communication & Media Studies,Law,Languages, Literature & Linguistics,Electrical & Electronic Engineering,Medicine & Dentistry",FALSE,FALSE,n/a
Alex Ekwueme Federal University Ndufu-Alike,n/a,n/a,n/a,n/a,n/a,master_account,0,Nigeria,"14,766",19.4,0%,54:46:00,"Physics & Astronomy,Architecture,Economics & Econometrics,Languages, Literature & Linguistics,Chemistry,Medicine & Dentistry,Art, Performing Arts & Design,Electrical & Electronic Engineering,Mathematics & Statistics,Law,Chemical Engineering,Agriculture & Forestry,Other Health,Psychology,Sociology,Accounting & Finance,Communication & Media Studies,Mechanical & Aerospace Engineering,Geography,Business & Management,Civil Engineering,Geology, Environmental, Earth & Marine Sciences,Education,Biological Sciences,Computer Science",FALSE,FALSE,n/a
Al-Farabi University College,n/a,n/a,n/a,n/a,n/a,master_account,0,Iraq,"6,253",21.8,0%,43:57:00,"Architecture,Civil Engineering,Biological Sciences,Communication & Media Studies,Electrical & Electronic Engineering,Chemical Engineering,Accounting & Finance,Art, Performing Arts & Design,Law,Medicine & Dentistry,Other Health",FALSE,FALSE,n/a
Al-Furat Al-Awsat Technical University,n/a,n/a,n/a,n/a,n/a,master_account,0,Iraq,"28,977",40.8,0%,56:44:00,"General Engineering,Economics & Econometrics,Civil Engineering,Other Health,Physics & Astronomy,Mathematics & Statistics,Biological Sciences,Computer Science,Accounting & Finance,Law,Electrical & Electronic Engineering,Business & Management,Veterinary Science,Medicine & Dentistry,Art, Performing Arts & Design,Mechanical & Aerospace Engineering,Agriculture & Forestry",FALSE,FALSE,n/a
University of Algiers 1,n/a,n/a,n/a,n/a,n/a,master_account,0,Algeria,"45,616",17.2,0%,81:19:00,"Other Health,Languages, Literature & Linguistics,Geology, Environmental, Earth & Marine Sciences,Mathematics & Statistics,Law,Medicine & Dentistry,History, Philosophy & Theology,Physics & Astronomy,Architecture,Biological Sciences,Computer Science,Chemistry,Sociology",FALSE,FALSE,n/a
Algiers 2 University,n/a,n/a,n/a,n/a,n/a,master_account,0,Algeria,"44,005",31.1,0%,72:28:00,"Psychology,History, Philosophy & Theology,Archaeology,Communication & Media Studies,Sociology,Art, Performing Arts & Design,Education,Languages, Literature & Linguistics",FALSE,FALSE,n/a
University of Algiers 3,n/a,n/a,n/a,n/a,n/a,master_account,0,Algeria,"47,132",35.5,0%,48:52:00,"Communication & Media Studies,Sport Science,Business & Management,Accounting & Finance,Economics & Econometrics",FALSE,FALSE,n/a
University of Al-Hamdaniya,n/a,n/a,n/a,n/a,n/a,master_account,0,Iraq,"2,126",20.2,0%,35 : 65,"Geography,History, Philosophy & Theology,Sport Science,Languages, Literature & Linguistics,Psychology,Physics & Astronomy,Business & Management,Computer Science,Accounting & Finance,Mathematics & Statistics",FALSE,FALSE,n/a
Al-Hussein Bin Talal University,n/a,n/a,n/a,n/a,n/a,master_account,0,Jordan,"9,949",26.9,1%,55:45:00,"Physics & Astronomy,Mathematics & Statistics,Archaeology,Business & Management,Education,Civil Engineering,Chemistry,Sociology,Politics & International Studies (incl Development Studies),General Engineering,Law,Chemical Engineering,Economics & Econometrics,Accounting & Finance,Electrical & Electronic Engineering,Computer Science,Other Health,Psychology,Geography,History, Philosophy & Theology,Languages, Literature & Linguistics,Biological Sciences,Mechanical & Aerospace Engineering,Geology, Environmental, Earth & Marine Sciences",FALSE,FALSE,n/a
Alisher Navo’i Tashkent State University of Uzbek Language and Literature,n/a,n/a,n/a,n/a,n/a,master_account,6,Uzbekistan,"3,802",13,7%,82:18:00,"Sociology,Computer Science,Languages, Literature & Linguistics,Communication & Media Studies,Education",FALSE,FALSE,n/a
Al-Janad University for Science and Technology,n/a,n/a,n/a,n/a,n/a,master_account,0,Yemen,"2,957",68.8,0%,45:55:00,"Other Health,Languages, Literature & Linguistics,Law,Medicine & Dentistry,Architecture,Business & Management,Computer Science,Civil Engineering,Accounting & Finance",FALSE,FALSE,n/a
University of Alkafeel,n/a,n/a,n/a,n/a,n/a,master_account,0,Iraq,"4,660",17.6,0%,57:43:00,"Other Health,Medicine & Dentistry,Computer Science,General Engineering,Law",FALSE,FALSE,n/a
Al-Karkh University of Science,n/a,n/a,n/a,n/a,n/a,master_account,0,Iraq,"1,508",9,0%,42:58:00,"Other Health,Biological Sciences,Geology, Environmental, Earth & Marine Sciences",FALSE,FALSE,n/a
Al-Kitab University,n/a,n/a,n/a,n/a,n/a,master_account,0,Iraq,"10,024",20.3,0%,38 : 62,"Education,Other Health,General Engineering,Medicine & Dentistry,Economics & Econometrics,Mathematics & Statistics,Electrical & Electronic Engineering,Accounting & Finance,Law,Politics & International Studies (incl Development Studies),Business & Management,Biological Sciences,Sport Science,Languages, Literature & Linguistics,Computer Science,Geology, Environmental, Earth & Marine Sciences",FALSE,FALSE,n/a
AlMaarefa University,n/a,n/a,n/a,n/a,n/a,master_account,0,Saudi Arabia,"2,873",19,19%,58:42:00,"Computer Science,Medicine & Dentistry,Other Health",FALSE,FALSE,n/a
Al-Maarif University College,n/a,n/a,n/a,n/a,n/a,master_account,0,Iraq,"6,000",17.6,1%,60:40:00,"Civil Engineering,Medicine & Dentistry,Sport Science,Law,Languages, Literature & Linguistics,Computer Science,Education,Electrical & Electronic Engineering,Accounting & Finance",FALSE,FALSE,n/a
Al-Manara College for Medical Sciences,n/a,n/a,n/a,n/a,n/a,master_account,0,Iraq,"5,085",22.7,0%,54:46:00,"Medicine & Dentistry,Other Health",FALSE,FALSE,n/a
Almaty Technological University,n/a,n/a,n/a,n/a,n/a,master_account,0,Kazakhstan,"7,022",6.3,6%,56:44:00,"Accounting & Finance,Art, Performing Arts & Design,Biological Sciences,Business & Management,General Engineering,Computer Science,Mechanical & Aerospace Engineering,Mathematics & Statistics,Chemical Engineering",FALSE,FALSE,n/a
Almazov National Medical Research Centre,n/a,n/a,n/a,n/a,n/a,master_account,0,Russian Federation,"1,417",5.1,2%,72:28:00,"Other Health,Medicine & Dentistry,Biological Sciences",FALSE,FALSE,n/a
Al-Mustaqbal University,n/a,n/a,n/a,n/a,n/a,master_account,11,Iraq,"10,587",19.8,0%,40 : 60,"Chemical Engineering,Law,Mechanical & Aerospace Engineering,Medicine & Dentistry,Electrical & Electronic Engineering,Business & Management,General Engineering,Languages, Literature & Linguistics,Civil Engineering,Sport Science,Accounting & Finance,Communication & Media Studies,Other Health,Archaeology",FALSE,FALSE,n/a
Al-Muthanna University,n/a,n/a,n/a,n/a,n/a,master_account,0,Iraq,"15,826",23.5,0%,55:45:00,"Business & Management,Sport Science,Accounting & Finance,Veterinary Science,Electrical & Electronic Engineering,Education,Chemistry,Mathematics & Statistics,Chemical Engineering,Civil Engineering,Medicine & Dentistry,Languages, Literature & Linguistics,Biological Sciences,Law",FALSE,FALSE,n/a
Al-Nisour University College,n/a,n/a,n/a,n/a,n/a,master_account,0,Iraq,"6,906",16.2,2%,47:53:00,"Other Health,Languages, Literature & Linguistics,Law,Business & Management,Electrical & Electronic Engineering,Sport Science",FALSE,FALSE,n/a
Al-Noor University College,n/a,n/a,n/a,n/a,n/a,master_account,0,Iraq,"5,545",23.5,0%,39 : 61,"Other Health,Civil Engineering,Languages, Literature & Linguistics,Medicine & Dentistry,Law,Sport Science",FALSE,FALSE,n/a
Al-Qalam University College,n/a,n/a,n/a,n/a,n/a,master_account,0,Iraq,"3,830",28.2,0%,32 : 68,"Electrical & Electronic Engineering,Law,Civil Engineering,Computer Science,Medicine & Dentistry,Business & Management,Other Health,Languages, Literature & Linguistics,History, Philosophy & Theology,Sport Science",FALSE,FALSE,n/a
Al-Qasim Green University,n/a,n/a,n/a,n/a,n/a,master_account,0,Iraq,"3,120",7.3,0%,50:50:00,"Geology, Environmental, Earth & Marine Sciences,General Engineering,Agriculture & Forestry,Veterinary Science,Sport Science,Biological Sciences,Civil Engineering",FALSE,FALSE,n/a
Al-Quds University,n/a,n/a,n/a,n/a,n/a,master_account,0,Palestine,"12,427",13.4,26%,61:39:00,"Medicine & Dentistry,Biological Sciences,Business & Management,Art, Performing Arts & Design,Other Health,Agriculture & Forestry,Communication & Media Studies,Economics & Econometrics,General Engineering,Sociology,Electrical & Electronic Engineering,Geography,Computer Science,Chemistry,Accounting & Finance,History, Philosophy & Theology,Politics & International Studies (incl Development Studies),Archaeology,Mechanical & Aerospace Engineering,Geology, Environmental, Earth & Marine Sciences,Architecture,Mathematics & Statistics,Law,Physics & Astronomy,Education,Languages, Literature & Linguistics,Sport Science,Psychology",FALSE,FALSE,n/a
Al-Rafidain University College,n/a,n/a,n/a,n/a,n/a,master_account,0,Iraq,"6,817",37.3,0%,45:55:00,"Medicine & Dentistry,General Engineering,Civil Engineering,Business & Management,Accounting & Finance,Computer Science,Law,Electrical & Electronic Engineering",FALSE,FALSE,n/a
Al Safwa University College,n/a,n/a,n/a,n/a,n/a,master_account,0,Iraq,"6,834",23.5,0%,40 : 60,"Other Health,Business & Management,Sport Science,Medicine & Dentistry,Art, Performing Arts & Design,Law,Biological Sciences,Accounting & Finance,Computer Science",FALSE,FALSE,n/a
Altınbaş University,n/a,n/a,n/a,n/a,n/a,master_account,0,Turkey,"9,335",20.8,51%,51:49:00,"Architecture,Mechanical & Aerospace Engineering,Business & Management,Communication & Media Studies,Politics & International Studies (incl Development Studies),Other Health,Economics & Econometrics,Civil Engineering,Electrical & Electronic Engineering,Law,Medicine & Dentistry,Art, Performing Arts & Design,Computer Science,Accounting & Finance,Sociology,Psychology",FALSE,FALSE,n/a
